,city,streets,rooms,size,floor,date_builded,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
178,חולון,בוסל 2,3,660.0,100.0,0,none,none,none,none,none,"900,000",none,none,1180000,none,none,none,none,none
179,חולון,בוסתנאי 1,3,70.0,1.0,1960,none,none,none,none,"1,630,000",none,none,none,none,none,none,none,none,none
180,חולון,בוסתנאי 3,3,663.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1410000,none,none
181,חולון,בורוכוב 21,3,683.0,100.0,0,none,none,none,none,"2,000,000",none,none,none,none,none,2380000,none,none,none
182,חולון,בורוכוב 5,3,100.0,1.0,1955,none,none,none,none,none,none,"1,606,427",none,none,none,none,none,none,none
183,חולון,בזל 2,3,658.0,100.0,0,none,none,none,none,none,none,none,"1,500,000",1462000,none,none,none,none,none
184,חולון,בזל 4,3,672.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1660000,none,none
185,חולון,בזל 5,3,653.0,4.0,1960,none,none,none,none,none,none,"1,100,000",none,1000000,none,none,none,none,none
186,חולון,בזל 8,3,657.0,1.0,1990,none,"960,000",none,none,none,none,none,none,1414000,none,none,none,1820000,none
187,חולון,ביאליק 1,3,675.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1666000,none,none
188,חולון,ביאליק 134,3,666.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1710000,none,none
189,חולון,ביאליק 14,3,665.0,100.0,0,none,none,none,none,none,"1,141,141",none,none,1630000,none,none,none,none,none
190,חולון,ביאליק 152,3,59.0,4.0,1980,none,none,"925,000",none,none,none,none,none,none,none,none,none,none,none
191,חולון,ביאליק 16,3,654.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1279000,none,none,none
192,חולון,ביאליק 164,3,74.0,,1975,820821,none,none,none,none,none,none,none,none,none,none,none,none,none
193,חולון,ביאליק 18,3,58.0,1.0,1970,none,none,"830,000",none,none,none,none,none,none,none,none,none,none,none
194,חולון,ביאליק 19,3,662.0,100.0,0,none,none,none,none,none,none,none,none,none,1415000,none,none,none,none
195,חולון,ביאליק 60,3,690.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,2311500,none,none
196,חולון,ביאליק 81,3,676.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1500000,none,none,none
197,חולון,ביאליק 83,3,656.0,100.0,0,none,none,none,none,none,none,none,none,none,1583333,1700000,none,2017500,none
198,חולון,ביאליק 9,3,666.0,100.0,0,none,none,none,none,none,none,none,none,none,1550000,none,none,none,none
199,חולון,ביאליק 91,3,675.0,100.0,0,none,none,none,none,none,none,none,none,none,"1,585,000",none,none,2325000,none
200,חולון,בילו 15,3,680.0,100.0,0,none,none,none,none,none,none,none,none,none,1490000,none,none,1200000,none
201,חולון,בילו 16,3,657.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1490000,1600000,none
202,חולון,בילו 17,3,649.0,2.0,1970,none,"1,030,000",none,none,none,none,none,none,none,1207000,none,none,1550000,none
203,חולון,בילו 18,3,62.0,3.0,1971,none,none,none,none,none,"1,340,000",none,none,none,none,none,none,none,none
204,חולון,בילו 21,3,660.0,100.0,0,none,none,none,none,none,none,none,none,none,1515000,none,none,1600000,none
205,חולון,בילו 22,3,660.0,100.0,0,none,none,none,none,none,none,none,none,none,750000,none,1616000,none,none
206,חולון,בילו 29,3,665.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1818000,none
207,חולון,בילו 3,3,658.0,2.0,1960,none,"1,150,000",none,none,none,none,none,none,none,none,1105000,none,none,none
208,חולון,בילו 31,3,653.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1260000,none
209,חולון,בילו 33,3,655.0,2.0,1970,"890,000",none,none,none,none,none,none,none,none,none,1480000,none,1645000,none
210,חולון,בילו 35,3,59.0,3.0,1968,none,none,none,none,"1,270,000",none,none,none,none,none,none,none,none,none
211,חולון,בילו 37,3,55.0,3.0,1970,none,none,none,none,"1,230,000",none,none,none,none,none,none,none,none,none
212,חולון,בילו 39,3,654.0,100.0,0,none,none,none,none,none,none,none,none,1445000,none,none,1460000,none,none
213,חולון,בילו 41,3,61.0,2.0,1975,none,none,none,none,none,"1,250,000",none,none,none,none,none,none,none,none
214,חולון,בילו 5,3,665.0,100.0,0,none,none,none,none,none,none,none,none,1685666,1066500,none,1480000,none,none
215,חולון,בילו 6,3,87.0,1.0,1990,none,none,none,none,none,none,"1,745,000",none,none,none,none,none,none,none
216,חולון,בילו 9,3,645.0,2.0,1960,none,none,none,none,"1,260,000",none,"1,300,000",none,none,none,1200000,none,none,none
217,חולון,בילינסון 14,3,63.0,2.0,1973,none,"1,030,000",none,none,none,none,none,none,none,none,none,none,none,none
218,חולון,בילינסון 31,3,710.0,100.0,0,none,none,none,none,none,none,none,none,none,none,2225000,none,none,none
219,חולון,בילינסון 4,3,57.0,4.0,1960,none,none,none,none,"998,000",none,none,none,none,none,none,none,none,none
220,חולון,בילינסון 6,3,686.0,100.0,0,none,none,none,none,none,none,none,none,none,1620000,none,none,none,none
221,חולון,בלום 1,3,57.0,1.0,1970,none,none,"993,000",none,none,none,none,none,none,none,none,none,none,none
222,חולון,במאי אחד 1,3,56.0,1.0,1970,none,"695,000",none,none,none,none,none,none,none,none,none,none,none,none
223,חולון,במאי אחד 15,3,665.0,100.0,0,none,none,none,none,none,none,none,none,none,1450000,none,none,none,none
224,חולון,במאי אחד 18,3,36.0,2.0,1950,none,none,none,none,none,none,none,"1,631,633",none,none,none,none,none,none
225,חולון,במאי אחד 2,3,658.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1554000,none
226,חולון,במאי אחד 3,3,36.0,1.0,1970,none,none,none,none,none,"910,000",none,none,none,none,none,none,none,none
227,חולון,במאי אחד 4,3,674.0,100.0,0,none,none,none,none,none,none,none,none,1305500,none,none,none,none,none
